prompt,price,firstl,midl,lastl
" This House has an area of 9000 sqft. It has 4 bedrooms and 2 bathrooms along with a guest room. It is a 4 storey house on the mainroad. The house is furnished and comes with facilities like , air conditioning along with 1 parking slots. It is located in a preferred area. What is the price of this house?",7245000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15332031  0.05273438  0.05224609 ...  0.10742188 -0.07958984
  -0.0234375 ]]","[[ 4.09375    -0.07763672  2.421875   ...  2.203125    0.40039062
   0.24121094]]"
" This House has an area of 7680 sqft. It has 4 bedrooms and 2 bathrooms along with a guest room. It is a 4 storey house on the mainroad. The house is semi-furnished and comes with facilities like , air conditioning along with 1 parking slots. What is the price of this house?",7210000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14453125  0.08007812  0.04394531 ...  0.09960938 -0.04882812
  -0.01513672]]","[[ 4.65625    -0.28125     2.453125   ...  2.15625     0.62890625
   0.09228516]]"
" This House has an area of 6000 sqft. It has 3 bedrooms and 2 bathrooms along with a guest room. It is a 4 storey house on the mainroad. The house is furnished and comes with facilities like , air conditioning along with 1 parking slots. What is the price of this house?",7210000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15722656  0.04736328  0.04541016 ...  0.13769531 -0.04443359
  -0.02258301]]",[[4.71875    0.66796875 2.453125   ... 2.296875   0.6640625  0.05688477]]
" This House has an area of 6000 sqft. It has 3 bedrooms and 2 bathrooms along with a guest room. It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",7140000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13671875  0.06298828  0.06152344 ...  0.13964844 -0.04980469
  -0.02209473]]",[[4.375      0.19628906 2.296875   ... 2.5        0.76953125 0.17480469]]
" This House has an area of 8880 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like , air conditioning along with 1 parking slots. What is the price of this house?",7070000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13085938  0.05688477  0.0546875  ...  0.11376953 -0.05786133
  -0.00830078]]","[[ 4.1875     -0.515625    2.296875   ...  2.1875      1.0703125
   0.03027344]]"
" This House has an area of 6240 sqft. It has 4 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. The house is furnished and comes with facilities like , air conditioning along with 1 parking slots. What is the price of this house?",7070000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.140625    0.05322266  0.046875   ...  0.11523438 -0.06347656
  -0.00390625]]",[[4.34375    0.07861328 2.421875   ... 2.109375   0.55078125 0.25195312]]
" This House has an area of 6360 sqft. It has 4 bedrooms and 2 bathrooms . It is a 3 storey house on the mainroad. The house is furnished and comes with facilities like , air conditioning along with 2 parking slots. It is located in a preferred area. What is the price of this house?",7035000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.140625    0.04394531  0.05908203 ...  0.09570312 -0.08154297
  -0.02148438]]","[[ 3.9375     -0.640625    2.125      ...  2.03125     0.45703125
   0.10302734]]"
" This House has an area of 11175 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like , air conditioning along with 1 parking slots. It is located in a preferred area. What is the price of this house?",7000000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13378906  0.02929688  0.07421875 ...  0.11132812 -0.09960938
  -0.02807617]]","[[ 3.59375    -1.390625    2.03125    ...  2.3125      0.703125
  -0.04760742]]"
" This House has an area of 8880 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like , air conditioning along with 1 parking slots. What is the price of this house?",6930000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13867188  0.03979492  0.05908203 ...  0.11035156 -0.07568359
  -0.01086426]]","[[ 4.0625     -0.55078125  2.40625    ...  1.671875    0.42773438
   0.375     ]]"
" This House has an area of 13200 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like hot water heating,  along with 1 parking slots. What is the price of this house?",6930000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12988281  0.01855469  0.05615234 ...  0.12255859 -0.08789062
  -0.0189209 ]]","[[ 3.859375   -0.45117188  2.796875   ...  0.96875    -0.02258301
   0.41992188]]"
" This House has an area of 7700 sqft. It has 3 bedrooms and 2 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",6895000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12451172  0.05395508  0.0390625  ...  0.13378906 -0.07275391
  -0.01965332]]",[[4.21875    0.31054688 2.234375   ... 2.046875   0.5078125  0.30664062]]
" This House has an area of 6000 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like , air conditioning along with 1 parking slots. What is the price of this house?",6860000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14355469  0.04736328  0.05126953 ...  0.13867188 -0.06347656
  -0.00085449]]",[[4.1875     0.28710938 2.59375    ... 2.078125   0.53515625 0.23730469]]
" This House has an area of 12090 sqft. It has 4 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 2 parking slots. It is located in a preferred area. What is the price of this house?",6790000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13183594  0.0559082   0.05761719 ...  0.10449219 -0.09130859
  -0.02099609]]","[[ 3.84375    -0.66796875  2.046875   ...  2.171875    0.609375
   0.12695312]]"
" This House has an area of 4000 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like , air conditioning along with 0 parking slots. It is located in a preferred area. What is the price of this house?",6790000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13769531  0.03759766  0.0859375  ...  0.12890625 -0.07421875
  -0.02209473]]","[[ 3.6875     -1.          1.875      ...  2.84375     0.90234375
  -0.12695312]]"
" This House has an area of 6000 sqft. It has 4 bedrooms and 2 bathrooms . It is a 4 storey house on the mainroad. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",6755000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13085938  0.07617188  0.04052734 ...  0.12695312 -0.06494141
  -0.00585938]]",[[4.34375    0.328125   2.25       ... 2.421875   0.77734375 0.2109375 ]]
" This House has an area of 5020 sqft. It has 3 bedrooms and 1 bathrooms . It is a 4 storey house on the mainroad. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. It is located in a preferred area. What is the price of this house?",6720000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13574219  0.04003906  0.05712891 ...  0.11914062 -0.08203125
  -0.04248047]]","[[ 3.796875   -1.1640625   1.7734375  ...  2.640625    1.0078125
  -0.14355469]]"
" This House has an area of 6600 sqft. It has 2 bedrooms and 2 bathrooms . It is a 4 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",6685000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13964844  0.03271484  0.08007812 ...  0.11914062 -0.08203125
  -0.03881836]]","[[ 3.75       -1.1953125   1.8515625  ...  2.4375      0.640625
   0.02429199]]"
" This House has an area of 4040 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like hot water heating,  along with 1 parking slots. What is the price of this house?",6650000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13964844  0.00854492  0.06445312 ...  0.12158203 -0.08984375
  -0.03100586]]","[[ 3.96875    -0.35742188  2.515625   ...  1.3046875   0.23828125
   0.21582031]]"
" This House has an area of 4260 sqft. It has 4 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like hot water heating,  along with 0 parking slots. What is the price of this house?",6650000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13964844  0.06738281  0.04882812 ...  0.09814453 -0.05419922
  -0.01446533]]","[[ 4.5        -0.15039062  2.0625     ...  1.984375    0.8515625
   0.17773438]]"
" This House has an area of 6420 sqft. It has 3 bedrooms and 2 bathrooms . It is a 3 storey house on the mainroad. The house is furnished and comes with facilities like , air conditioning along with 0 parking slots. It is located in a preferred area. What is the price of this house?",6650000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14257812  0.04711914  0.06103516 ...  0.10888672 -0.07519531
  -0.02832031]]","[[ 3.921875   -0.96875     1.953125   ...  2.390625    0.79296875
   0.0480957 ]]"
" This House has an area of 6500 sqft. It has 3 bedrooms and 2 bathrooms . It is a 3 storey house on the mainroad. The house is furnished and comes with facilities like , air conditioning along with 0 parking slots. It is located in a preferred area. What is the price of this house?",6650000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15039062  0.05419922  0.05859375 ...  0.10644531 -0.07519531
  -0.01855469]]","[[ 3.875      -0.4765625   1.9765625  ...  2.375       0.640625
   0.25585938]]"
" This House has an area of 5700 sqft. It has 3 bedrooms and 1 bathrooms along with a guest room. It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like , air conditioning along with 2 parking slots. It is located in a preferred area. What is the price of this house?",6650000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15136719  0.04199219  0.06933594 ...  0.09619141 -0.08398438
  -0.02185059]]","[[ 3.96875    -0.83203125  2.265625   ...  2.171875    0.36523438
   0.04272461]]"
" This House has an area of 6000 sqft. It has 3 bedrooms and 2 bathrooms along with a guest room. It is a 3 storey house on the mainroad. The house is furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",6650000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14355469  0.06640625  0.04736328 ...  0.13378906 -0.03857422
  -0.01153564]]",[[4.53125    0.45117188 2.21875    ... 2.546875   0.8984375  0.10644531]]
" This House has an area of 6000 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like hot water heating,  along with 1 parking slots. It is located in a preferred area. What is the price of this house?",6629000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14257812  0.04711914  0.06347656 ...  0.11816406 -0.07617188
  -0.02685547]]","[[ 3.875      -0.20117188  2.3125     ...  2.234375    0.64453125
   0.12988281]]"
" This House has an area of 4000 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like , air conditioning along with 1 parking slots. What is the price of this house?",6615000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13671875  0.046875    0.07666016 ...  0.12402344 -0.06640625
  -0.00628662]]","[[ 4.0625     -0.27148438  2.265625   ...  2.234375    0.64453125
   0.20117188]]"
" This House has an area of 10500 sqft. It has 3 bedrooms and 2 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like , air conditioning along with 1 parking slots. It is located in a preferred area. What is the price of this house?",6615000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13378906  0.03076172  0.07617188 ...  0.11035156 -0.09375
  -0.01904297]]","[[ 3.53125    -1.0390625   2.21875    ...  2.046875    0.47265625
   0.13183594]]"
" This House has an area of 6000 sqft. It has 3 bedrooms and 2 bathrooms . It is a 4 storey house on the mainroad. The house is semi-furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",6580000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 1.32812500e-01  8.05664062e-02  5.61523438e-02 ...  1.23535156e-01
  -4.71191406e-02 -1.22070312e-04]]",[[4.28125    0.14648438 2.25       ... 2.515625   1.0546875  0.08642578]]
